election_date,state,jurisdiction,jurisdiction_type,precinct_id,precinct_name,name,address
2016-11-08,AK,Anchorage,borough,26-810,Huffman No. 3,Alaska Zoo,"4731 O'Malley Rd, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,26-815,Huffman No. 4,St Elizabeth Ann Seton Church,"2901 E Huffman Rd, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,26-820,O'Malley No. 2,O'Malley Elementary School,"11100 Rockridge Dr, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,26-825,Independence Park No. 2,Hanshew Middle School,"10121 Lake Otis Pkwy, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,26-830,Elmore No. 2,Amazing Grace Lutheran Church,"10955 Elmore Rd, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,26-835,O'Malley No. 3,The Alaska Club South,"10931 O'Malley Centre Dr, Anchorage, AK 99515"
2016-11-08,AK,Anchorage,borough,27-900,Cheney Lake,East Anchorage United Methodist,"1660 Patterson, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-905,Muldoon No. 3,Susitna Elementary School,"7500 Tyone Ct, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-910,Muldoon No. 4,St Patrick's Parish,"2111 Muldoon Rd, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-915,Chugach Ft. Hills No. 1,Wayland Baptist University,"7801 E 32Nd Ave, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-920,Chugach Ft. Hills No. 2,Benson Secondary School,"4515 Campbell Airstrip Rd, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,27-925,Scenic Park,Scenic Park Elementary School,"3933 Patterson, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-930,Baxter,Baxter Elementary School,"2991 Baxter Rd, Anchorage, AK 99504"
2016-11-08,AK,Anchorage,borough,27-935,Stuckagain Heights,Fire Station No. 14,"4515 Campbell Airstrip Road, Anchorage, AK 99507"
2016-11-08,AK,Anchorage,borough,28-105,Rabbit Creek No. 1,Rabbit Creek Elementary School,"13650 Lake Otis Pkwy, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,28-110,Rabbit Creek No. 2,Rabbit Creek Community Church,"3401 Rabbit Creek Rd, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,28-115,Huffman No. 6,Huffman Elementary School,"12000 Lorraine, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,28-120,Huffman No. 7,Trinity Presbyterian Church,"12310 Lorraine St, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,28-125,Bear Valley,Bear Valley Elementary School,"15001 Mountain Air Dr, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,28-130,Indian,Valley Bible Chalet,"29135 Seward Hwy, Indian, AK 99540"
2016-11-08,AK,Anchorage,borough,28-135,Girdwood,Girdwood Community Center,"250 Egloff St, Girdwood, AK 99587"
2016-11-08,AK,Anchorage,borough,28-140,Golden View,Goldenview Middle School,"15800 Goldenview Drive, Anchorage, AK 99516"
2016-11-08,AK,Anchorage,borough,28-145,O'Malley No. 4,Seventh Day Adventist Conf Offic,"6100 O'Malley Rd, Anchorage, AK 99507"
2016-11-08,AK,Kenai Peninsula,borough,29-100,Bear Creek,Bear Creek Fire Hall,"Mi 5 Seward Highway, Seward, AK 99664"
2016-11-08,AK,Kenai Peninsula,borough,29-110,Cooper Landing,Cooper Landing Community Hall,"Bean Creek Road, Cooper Landing, AK 99572"
2016-11-08,AK,Kenai Peninsula,borough,29-115,Funny River No. 1,Funny River Community Center,"35850 Pioneer Access, Soldotna, AK 99669"
2016-11-08,AK,Kenai Peninsula,borough,29-120,Hope,Hope Retreat Center,"A Ave, Hope, AK 99605"
2016-11-08,AK,Kenai Peninsula,borough,29-130,Mackey Lake,Kpb Offices - Assembly Chambers,"144 N Binkley, Soldotna, AK 99669"
2016-11-08,AK,Kenai Peninsula,borough,29-140,Moose Pass,Moose Pass Community Hall,"Mi 29 Seward Highway, Moose Pass, AK 99631"
2016-11-08,AK,Kenai Peninsula,borough,29-150,Nikiski,Nikiski Community Rec Center,"50097 Kenai Spur Hwy, Nikiski, AK 99611"
2016-11-08,AK,Kenai Peninsula,borough,29-160,Salamatof,Nikiski Fire Station,"Mi 17.9 Kenai Spur Hwy, Nikiski, AK 99611"
2016-11-08,AK,Kenai Peninsula,borough,29-170,Seward / Lowell Point,Km Ray Seward Marine Center,"125 3Rd Ave, Seward, AK 99664"
2016-11-08,AK,Kenai Peninsula,borough,29-180,Sterling No. 1,Sterling Community Center,"35040 Sterling Highway Mile 83.5, Sterling, AK 99672"
2016-11-08,AK,Kenai Peninsula,borough,29-190,Sterling No. 2,Sterling Community Center,"35040 Sterling Highway Mile 83.5, Sterling, AK 99672"
2016-11-08,AK,Kenai Peninsula,borough,30-200,Central,Soldotna Sports Center,"538 Arena Drive, Soldotna, AK 99669"
2016-11-08,AK,Kenai Peninsula,borough,30-210,K Beach,K Beach Fire Station,"37699 K-Beach Road Mile 13.5, Kenai, AK 99611"
2016-11-08,AK,Kenai Peninsula,borough,30-220,Kenai No. 1,Kenai Mall (Old Carrs Mall),"11312 Kenai Spur Hwy, Kenai, AK 99611"
2016-11-08,AK,Kenai Peninsula,borough,30-230,Kenai No. 2,Challenger Learning Center,"9711 Kenai Spur Highway, Kenai, AK 99611"
2016-11-08,AK,Kenai Peninsula,borough,30-240,Kenai No. 3,Kenai Senior Center,"361 Senior Court, Kenai, AK 99611"
2016-11-08,AK,Kenai Peninsula,borough,30-250,Soldotna,Soldotna City Hall,"177 N Birch Street, Soldotna, AK 99669"
2016-11-08,AK,Kenai Peninsula,borough,31-300,Anchor Point,Anchor Point Senior Center,"Mi .25 Milo Fritz Avenue, Anchor Point, AK 99556"
2016-11-08,AK,Kenai Peninsula,borough,31-310,Diamond Ridge,Homer Chamber Of Commerce,"201 Sterling Highway, Homer, AK 99603"
2016-11-08,AK,Kenai Peninsula,borough,31-320,Fox River,Kachemak Emergency Services,"53048 Ashwood Ave, Homer, AK 99603"
2016-11-08,AK,Kenai Peninsula,borough,31-340,Funny River No. 2,Kpb Offices - Assembly Chambers,"144 N Binkley, Soldotna, AK 99669"
2016-11-08,AK,Kenai Peninsula,borough,31-350,Homer No. 1,Homer City Council Chambers,"491 E Pioneer Avenue, Homer, AK 99603"
2016-11-08,AK,Kenai Peninsula,borough,31-360,Homer No. 2,Homer Senior Center,"3935 Svedlund St, Homer, AK 99603"
2016-11-08,AK,Kenai Peninsula,borough,31-370,Kachemak / Fritz Creek,Kachemak Community Center,"59906 Bear Creek Drive, Homer, AK 99603"
2016-11-08,AK,Kenai Peninsula,borough,31-380,Kasilof,Kasilof Fire Station,"58260 Sterling Hwy, Kasilof, AK 99610"
2016-11-08,AK,Kenai Peninsula,borough,31-390,Ninilchik,Kenai Fairgrounds Community Room,"16200 Sterling Hwy, Ninilchik, AK 99639"
2016-11-08,AK,Kodiak Island,borough,32-800,Chiniak,Chiniak Post Office Annex Room,"36158 Chiniak Hwy, Chiniak, AK 99615"
2016-11-08,AK,,borough,32-805,Cordova,The Cordova Center,"601 First Street, Cordova, AK 99574"
2016-11-08,AK,Kodiak Island,borough,32-810,Flats,Womens Bay Fire Hall,"538 Sargent Creek Road, Kodiak, AK 99615"
2016-11-08,AK,Kodiak Island,borough,32-815,Kodiak Island South,Larsen Bay Community Hall,
2016-11-08,AK,Kodiak Island,borough,32-820,Kodiak No. 1,Harbormaster Building,"403 Marine Way West, Kodiak, AK 99615"
2016-11-08,AK,Kodiak Island,borough,32-825,Kodiak No. 2,Community Teen Center,"410 Cedar Street, Kodiak, AK 99615"
2016-11-08,AK,Kodiak Island,borough,32-830,Mission Road,Bayside Fire Hall,"4606 E Rezanof Drive, Kodiak, AK 99615"
2016-11-08,AK,Kodiak Island,borough,32-835,Old Harbor,Old Harbor Senior Center,"Three Saints Avenue, Old Harbor, AK 99643"
2016-11-08,AK,Kodiak Island,borough,32-840,Ouzinkie,Ouzinkie Community Center,"3Rd Street, Ouzinkie, AK 99644"
2016-11-08,AK,Kodiak Island,borough,32-845,Port Lions,Port Lions Community Building,"207 Spruce Drive, Port Lions, AK 99550"
2016-11-08,AK,Kenai Peninsula,borough,32-847,Seldovia / Kachemak Bay,Seldovia Library,"260 Seldovia Street, Seldovia, AK 99663"
2016-11-08,AK,,borough,32-850,Tatitlek,Tatitlek Community Center,
2016-11-08,AK,,borough,32-855,Tyonek,Tyonek Community Hall,"100 A Street, Tyonek, AK 99682"
2016-11-08,AK,Yakutat,borough,32-860,Yakutat,Yakutat Public Safety Building,"609 Forest Hwy 10, Yakutat, AK 99689"
2016-11-08,AK,Juneau,borough,33-500,Douglas,Douglas Public Library,"1016 3Rd Street, Douglas, AK 99824"
2016-11-08,AK,,borough,33-505,Gustavus,Gustavus Public Library,"Gustavus Road, Gustavus, AK 99826"
2016-11-08,AK,Juneau,borough,33-510,Juneau No. 1,State Of Alaska Library Archives Museum,"395 Whittier St , Juneau, AK 99801"
2016-11-08,AK,Juneau,borough,33-515,Juneau No. 2,Northern Light United Church,"400 W 11Th St, Juneau, AK 99801"
2016-11-08,AK,Juneau,borough,33-520,Juneau No. 3,Bartlett Regional Hospital,"3260 Hospital Dr, Juneau, AK 99801"
2016-11-08,AK,Juneau,borough,33-525,Lemon Creek,Alaska Electric Light & Power,"5601 Tonsgard Court, Juneau, AK 99801"
2016-11-08,AK,Juneau,borough,33-530,North Douglas,Juneau Fire Station,"820 Glacier Avenue, Juneau, AK 99801"
2016-11-08,AK,Skagway,borough,33-540,Skagway,Skagway Borough Office,"700 Spring Street, Skagway, AK 99840"
2016-11-08,AK,Haines,borough,33-545,Haines No. 1,Chilkat Center,"314 Theatre Dr, Haines, AK 99827"
2016-11-08,AK,Haines,borough,33-550,Haines No. 2,Klehini Valley Fire Department,"Mosquito Lake Road, Haines, AK 99827"
2016-11-08,AK,,borough,33-555,Klukwan,Klukwan Ans,"Klukwan, Klukwan, AK 99827"
2016-11-08,AK,Juneau,borough,34-400,Auke Bay,Uas Recreation Center,"12300 Mendenhall Loop Rd, Juneau, AK 99801"
2016-11-08,AK,Juneau,borough,34-410,Juneau Airport,Nugget Mall,"8745 Glacier Highway Suite #328, Juneau, AK 99801"
2016-11-08,AK,Juneau,borough,34-420,Lynn Canal,Auke Bay Ferry Terminal,"13.8 Mile Glacier Highway, Juneau, AK 99801"
2016-11-08,AK,Juneau,borough,34-430,Mendenhall Valley No. 1,Mendenhall Valley Public Library,"3025 Dimond Park Loop, Juneau, AK 99801"
2016-11-08,AK,Juneau,borough,34-440,Mendenhall Valley No. 2,Aldersgate Methodist Church,"9161 Cinema Dr, Juneau, AK 99801"
2016-11-08,AK,Juneau,borough,34-450,Mendenhall Valley No. 3,Glacier Valley Baptist Church,"3921 Mendenhall Loop Road, Juneau, AK 99801"
2016-11-08,AK,Juneau,borough,34-460,Mendenhall Valley No. 4,Shepherd Of The Valley Lutheran,"4212 Mendenhall Loop Road, Juneau, AK 99801"
2016-11-08,AK,,borough,35-700,Angoon,Angoon City Office Court Room,"315 Heendae Street, Angoon, AK 99820"
2016-11-08,AK,,borough,35-705,Craig,Craig City Hall,"500 Third Street, Craig, AK 99921"
2016-11-08,AK,,borough,35-720,Hoonah,Hoonah City Hall,"300 Front St, Hoonah, AK 99829"
2016-11-08,AK,,borough,35-730,Kake,Kake City Hall,"264 Front St, Kake, AK 99830"
2016-11-08,AK,,borough,35-735,Kasaan,David S Peele Community Hall,"Peele & Jones Street, Kasaan, AK 99950"
2016-11-08,AK,,borough,35-740,Klawock,Klawock City Hall,"550 Summit Street, Klawock, AK 99925"
2016-11-08,AK,,borough,35-745,North Prince Of Wales,City Library,"106 Denali Alley, Coffman Cove, AK 99918"
2016-11-08,AK,,borough,35-750,Pelican / Elfin Cove,Pelican City Hall,"Salmon Way, Pelican, AK 99832"
2016-11-08,AK,Petersburg,borough,35-755,Petersburg / Kupreanof,Aquatic Center Lobby,"109 Charles W Street, Petersburg, AK 99833"
2016-11-08,AK,,borough,35-760,Port Alexander,Bear Hall Community Center,
2016-11-08,AK,Sitka,borough,35-765,Sitka No. 1,Grace Harbor Church,"1904 Halibut Point Rd, Sitka, AK 99835"
2016-11-08,AK,Sitka,borough,35-770,Sitka No. 2,St Gregory Nazianzen Catholic Church,"605 Lincoln St, Sitka, AK 99835"
2016-11-08,AK,,borough,35-775,Tenakee Springs,Tenakee Community Center,"Tenakee Avenue, Tenakee Springs, AK 99841"
2016-11-08,AK,,borough,35-780,Thorne Bay,Thorne Bay City Hall,"120 Freeman Dr, Thorne Bay, AK 99919"
2016-11-08,AK,Ketchikan Gateway,borough,36-600,Ketchikan No. 1,Gateway Recreation Center,"601 Schoenbar Rd, Ketchikan, AK 99901"
2016-11-08,AK,Ketchikan Gateway,borough,36-610,Ketchikan No. 2,Plaza Mall,"2417 Tongass Avenue Suite 215, Ketchikan, AK 99901"
2016-11-08,AK,Ketchikan Gateway,borough,36-620,Ketchikan No. 3,Ketchikan Ferry Terminal,"3501 Tongass Avenue, Ketchikan, AK 99901"
2016-11-08,AK,Ketchikan Gateway,borough,36-640,North Tongass No. 1,North Tongass Fire Station No 6,"7550 N Tongass Highway, Ketchikan, AK 99901"
2016-11-08,AK,Ketchikan Gateway,borough,36-650,North Tongass No. 2,North Tongass Fire Station No 8,"13110 N Tongass Highway, Ketchikan, AK 99901"
2016-11-08,AK,Ketchikan Gateway,borough,36-660,Saxman,Saxman Community Hall,"2841 S Tongass Hwy, Saxman, AK 99901"
2016-11-08,AK,Ketchikan Gateway,borough,36-670,South Tongass,Fawn Mountain School,"400 Old Homestead Road, Ketchikan, AK 99901"
2016-11-08,AK,,borough,36-675,Hydaburg,Hydaburg Municipal Building,"Eighth St Extension, Hydaburg, AK 99922"
2016-11-08,AK,,borough,36-680,Metlakatla,Metlakatla Town Hall,"Upper Milton Street, Metlakatla, AK 99926"
2016-11-08,AK,Wrangell,borough,36-690,Wrangell,James & Elsie Nolan Civic Center,"296 Campbell Dr, Wrangell, AK 99929"
2016-11-08,AK,Aleutians East,borough,37-700,Akutan,Akutan City Hall,"109 Winday Way, Akutan, AK 99553"
2016-11-08,AK,,borough,37-702,Aleknagik,Aleknagik City Hall,"33 Main Street, Aleknagik, AK 99555"
2016-11-08,AK,,borough,37-704,Aleutians No. 1,Bob Reeves High School,"100 Mechanic Road, Adak, AK 99615"
2016-11-08,AK,,borough,37-706,Aleutians No. 2,Unalaska City Hall,"43 Raven Way, Unalaska, AK 99685"
2016-11-08,AK,Lake & Peninsula ,borough,37-708,Chignik,Chignik City Clerk's Office,"101 Cemetary Road, Chignik, AK 99564"
2016-11-08,AK,,borough,37-710,Clark's Point,Clark's Point Village Council Building,"Saguyak AVE, Ckark's Point, AK 99569"
2016-11-08,AK,Aleutians East,borough,37-712,Cold Bay,Cold Bay Municipal Building,"10 Baranov Street, Cold Bay, AK 99571"
2016-11-08,AK,,borough,37-714,Dillingham,Dillingham City Hall,"141 Main Street, Dillingham, AK 99576"
2016-11-08,AK,Lake & Peninsula ,borough,37-716,Egegik,Egegik City Hall,"189 Airport Road, Egegik, AK 99579"
2016-11-08,AK,,borough,37-718,Ekwok,Ekwok City Hall,"101 Main Street, Ekwok, AK 99580"
2016-11-08,AK,Aleutians East,borough,37-720,King Cove,King Cove City Clerk's Office,"37 Rams Creek Road, King Cove, AK 99612"
2016-11-08,AK,Bristol Bay,borough,37-722,King Salmon,King Salmon Village Council Building,"MI .5 King Salmon Heights Road, King Salmon, AK 99613"
2016-11-08,AK,,borough,37-724,Koliganek,Koliganek Village Council Building,"Nushagak Road, Koliganek, AK 99576"
2016-11-08,AK,Lake & Peninsula ,borough,37-726,Lake Iliamna No. 1,Newhalen City Hall,
2016-11-08,AK,Lake & Peninsula ,borough,37-728,Lake Iliamna No. 2,Kokhanok Community Hall,"2 Bayview Drive, Kokhanok, AK 99606"
2016-11-08,AK,Lake & Peninsula ,borough,37-730,Levelock,Levelock Rainbow Hall,
2016-11-08,AK,,borough,37-732,Manokotak,Manokotak City Office,
2016-11-08,AK,Bristol Bay,borough,37-734,Naknek,Borough Building Assemby Room,"1 Main Street, Naknek, AK 99633"
2016-11-08,AK,,borough,37-736,New Stuyahok,New Stuyahok City Hall,"Main Street, New Stuyahok, AK 99636"
2016-11-08,AK,Lake & Peninsula ,borough,37-738,Nondalton,Nondalton Community Hall,"49 Main Street, Nondalton, AK 99640"
2016-11-08,AK,Lake & Peninsula ,borough,37-740,Pedro Bay,Pedro Bay Village Council Building,"2516 Maountain Circle, Pedro Bay, AK 99647"
2016-11-08,AK,Lake & Peninsula ,borough,37-742,Port Heiden,Port Heiden Community Hall,"2200 James Street, Port Heiden, AK 99549"
2016-11-08,AK,Aleutians East,borough,37-744,Sand Point,Sand Point City Hall,"249 Main Street, Sand Point, AK 99661"
2016-11-08,AK,,borough,37-746,Sleetmute,Sleetmute Office Building,"109 Main Street, Sleetmute, AK 99668"
2016-11-08,AK,,borough,37-748,South Naknek,South Naknek Community Hall,"113 Airport St, South Naknek, AK 99670"
2016-11-08,AK,,borough,37-750,St. George Island,St. George City Office,
2016-11-08,AK,,borough,37-752,St. Paul Island,St. Paul City Auditorium,"950 Gorbach Road, St. Paul, AK 99660"
2016-11-08,AK,,borough,37-754,Togiak,Togiak City Office,"2nd & G Street, Togiak, AK 99678"
2016-11-08,AK,,borough,38-800,Akiachak,Akiachak Recreation Center,"Main Street, Akiachak, AK 99551"
2016-11-08,AK,,borough,38-802,Akiak,Akiak Community Hall,
2016-11-08,AK,,borough,38-804,Aniak,Aniak Community Hall,
2016-11-08,AK,,borough,38-806,Atmautluak,Atmautluak Community Hall,"101 Boardwalk Lane, Atmautluak, AK 99559"
2016-11-08,AK,,borough,38-808,Bethel No. 1,Lower Kuskokwim School District Office,"1004 Ron Edwards Way, Bethel, AK 99559"
2016-11-08,AK,,borough,38-810,Bethel No. 2,Yupiit Piciryarait Cultural Center,"420 Chief Eddie Hoffman Highway, Bethel, AK 99559"
2016-11-08,AK,,borough,38-812,Chefornak,Chefornak Complex Building,"101 Complex Drive, Chefornak, AK 99561"
2016-11-08,AK,,borough,38-814,Chauthbaluk,Chauthbaluk Community Hall,"Community Center Drive, Chauthbaluk, AK 99557"
2016-11-08,AK,,borough,38-816,Crooked Creek,Crooked Creek Village Office,"101 Main Street, Crooked Creek, AK 99575"
2016-11-08,AK,,borough,38-818,Eek,Eek City Office,"2 Council Street, Eek, AK 99578"
2016-11-08,AK,,borough,38-820,Goodnews Bay,Goodnews Bay Community Hall,"139 Rocky Mountain Road, Goodnews Bay, AK 99589"
2016-11-08,AK,,borough,38-822,Kasigluk,Kasigluk Community Hall,"1 Tangerpagcayaq Road, Kasigluk, AK 99609"
2016-11-08,AK,,borough,38-824,Kipnuk,Kanganak Community Hall,"101 Council Drive, Kipnuk, AK 99614"
2016-11-08,AK,,borough,38-826,Kongiganak,Kongiganak Community Hall,
2016-11-08,AK,,borough,38-828,Kwethluk,Kwethluk City Office,"Kwethluk Street, Kwethluk, AK 99621"
2016-11-08,AK,,borough,38-830,Kwigillingok,Kwigillingok Community Hall,
2016-11-08,AK,,borough,38-832,Lower Kalskag,Lower Kalskag Community Hall,"69 Main Street, Lower Kalskag, AK 99626"
2016-11-08,AK,,borough,38-834,Marshall,Marshall Community Hall,"1008 Poltes AVE #B, Marshall, AK 99585"
2016-11-08,AK,,borough,38-836,Mekoryuk,Mekoryuk Old City Office,"37 Airport Road, Mekoryuk, AK 99630"
2016-11-08,AK,,borough,38-838,Napakiak,Napakiak Bingo Hall,"17 Airport Road, Napakiak, AK 99634"
2016-11-08,AK,,borough,38-840,Napaskiak,Napaskiak Community Hall,
2016-11-08,AK,,borough,38-842,Newtok,Newtok Community Quyurrvik Hall,"100 Armory Road, Newtok, AK 99559"
2016-11-08,AK,,borough,38-844,Nightmute,Nightmute Community Hall,
2016-11-08,AK,,borough,38-846,Nunapitchuk,Nunapitchuk Bingo Hall,
2016-11-08,AK,,borough,38-848,Quinhagak,Quinhagak Bingo Hall,"100 Qanirtuuq Drive, Quinhagak, AK 99655"
2016-11-08,AK,,borough,38-850,Russian Mission,Russian Mission City Office,"5111 Main Street, Russian Mission, AK 99657"
2016-11-08,AK,,borough,38-852,Toksook Bay,Billy Lincoln Sr. Memorial Hall,
2016-11-08,AK,,borough,38-854,Tuluksak,Tuluksak Recreation Center,"10th Main Street, Tuluksak, AK 99679"
2016-11-08,AK,,borough,38-856,Tuntutuliak,Tuntutuliak Community Hall,"101 Patluska Street, Tuntutuliak, AK 99680"
2016-11-08,AK,,borough,38-858,Tununak,Tununak IRA Building,"Main Street, Tununak, AK 99681"
2016-11-08,AK,,borough,38-860,Upper Kalskag,Multi-Facility Building Tribal Office,
2016-11-08,AK,,borough,39-900,Alakanuk,Alakanuk Community Hall,"500 Anderson Street, Alakanuk, AK 99554"
2016-11-08,AK,,borough,39-902,Brevig Mission,Brevig Mission Community Hall,"Tutu Street, Brevig Mission, AK 99785"
2016-11-08,AK,,borough,39-904,Chevak,JVP Building,"176 Trinity Street, Chevak, AK 99563"
2016-11-08,AK,,borough,39-906,Diomede,Diomede Community Hall,
2016-11-08,AK,,borough,39-908,Elim,Elim City Building,"101 Hillside Street, Elim, AK 99739"
2016-11-08,AK,,borough,39-910,Emmonak,Emmonak Community Hall,"9 Emmonak Road, Emmonak, AK 99581"
2016-11-08,AK,,borough,39-912,Gambell,Qerngughvik Community Hall,"189 Beach Access, Gambell, AK 99742"
2016-11-08,AK,,borough,39-914,Golovin,Golovin Community Hall,
2016-11-08,AK,,borough,39-916,Hooper Bay,Brown Council Building,"2 Tomaganuk Road, Hooper Bay, AK 99604"
2016-11-08,AK,,borough,39-918,Kotlik,Kotlik City Hall,"5 Curry Street, Kotlik, AK 99620"
2016-11-08,AK,,borough,39-920,Koyuk,Koyuk Community Hall,
2016-11-08,AK,,borough,39-922,Mountain Village,Mountain Village Community Hall,"St. Mary's Highway, Mountain Village, AK 99632"
2016-11-08,AK,,borough,39-924,Nome No. 1,Old St. Joseph's Church,"407 Bering Street, Nome, AK 99762"
2016-11-08,AK,,borough,39-926,Nome No. 2,Old St. Joseph's Church,"407 Bering Street, Nome, AK 99762"
2016-11-08,AK,,borough,39-928,Nunam Iqua,Nunam Iqua Community Hall,"First Main Street, Nunam Iqua, AK 99666"
2016-11-08,AK,,borough,39-930,Pilot Station,Tutalgaq Community Center,"9 Airport Road, Pilot Station, AK 99650"
2016-11-08,AK,,borough,39-932,Savoonga,Savoonga Municipal Building,"11 Airport Road, Savoonga, AK 99769"
2016-11-08,AK,,borough,39-934,Scammon Bay,Scammon Bay Traditional Council Building,"102 Ashinuk Street, Scammon Bay, AK 99662"
2016-11-08,AK,,borough,39-936,Shaktoolik,Shaktoolik City Hall,"Main Street, Shaktoolik, AK 99771"
2016-11-08,AK,,borough,39-938,Shishmaref,Shishmaref Community Hall,
2016-11-08,AK,,borough,39-940,St. Mary's,St. Mary's City Hall,"174 Paukan AVE, St. Mary's, AK 99658"
2016-11-08,AK,,borough,39-942,St. Michael,St. Michael City Office ,"100 Baker Street, St. Michael, AK 99659"
2016-11-08,AK,,borough,39-944,Stebbins,Stebbins Community Hall,"36 Abel Street, Stebbins, AK 99671"
2016-11-08,AK,,borough,39-946,Teller,Teller Community/Bingo Hall,"Caribou Street, Teller, AK 99778"
2016-11-08,AK,,borough,39-948,Unalakleet,Aaron Paneok-Myles Gonangnan Memorial Hall,"270 Main Street, Unalakleet, AK 99684"
2016-11-08,AK,,borough,39-950,Wales,Wales Multi-purpose Building,"1 Airport Way, Wales, AK 99783"
2016-11-08,AK,,borough,39-952,White Mountain,New Community Building,"101 White Mountain Hill Road, White Mountain, AK 99784"
2016-11-08,AK,Northwest Arctic,borough,40-002,Ambler,Ambler IRA Building,"1001 Grizzly Way, Ambler, AK 99786"
2016-11-08,AK,North Slope,borough,40-004,Anaktuvuk Pass,City Office/Recreation Center,"3031 Main Street, Anaktuvuk Pass, AK 99721"
2016-11-08,AK,North Slope,borough,40-006,Atqasuk,Atqasuk Community Hall,"5010 Ekosik Street, Atqasuk, AK 99791"
2016-11-08,AK,North Slope,borough,40-008,Barrow,North Slope Borough Building,"1274 Agvik Street, Barrow, AK 99723"
2016-11-08,AK,North Slope,borough,40-010,Browerville,Inupiat Heritage Center,"5421 North Star Street, Barrow, AK 99723"
2016-11-08,AK,Northwest Arctic,borough,40-012,Buckland,Buckland Community Hall,"49 Old Airport Road, Bukland, AK 99727"
2016-11-08,AK,Northwest Arctic,borough,40-014,Deering,Deering Community Hall,"59 Main Street, Deering, AK 99736"
2016-11-08,AK,North Slope,borough,40-016,Kaktovik,Kaktovik Community Hall,"2051 Barter AVE, Kaktovik, AK 99747"
2016-11-08,AK,Northwest Arctic,borough,40-018,Kiana,Kiana Community Hall,"Casonoff Street, Kiana, AK 99749"
2016-11-08,AK,Northwest Arctic,borough,40-020,Kivalina,Kivalina Community Hall,"Bering Street, Kivalina, AK 99750"
2016-11-08,AK,Northwest Arctic,borough,40-022,Kobuk,Kobuk Community Hall,"519 Church Street, Kobuk, AK 99751"
2016-11-08,AK,Northwest Arctic,borough,40-024,Kotzebue,Northwest Arctic Borough Building,"163 Lagoon Street, Kotzebue, AK 99752"
2016-11-08,AK,Northwest Arctic,borough,40-026,Noatak,Noatak IRA Building,
2016-11-08,AK,Northwest Arctic,borough,40-028,Noorvik,Noorvik Community Hall,"20 Fireweed Drive, Noorvik, AK 99763"
2016-11-08,AK,North Slope,borough,40-030,Nuiqsut,Kiskik Community Center,"2230 2nd AVE, Nuiqsut, AK 99789"
2016-11-08,AK,North Slope,borough,40-032,Point Hope,Point Hope City Hall,"530 Natchiq Street, Point Hope, AK 99766"
2016-11-08,AK,North Slope,borough,40-034,Point Lay,Point Lay Community Center,
2016-11-08,AK,Northwest Arctic,borough,40-036,Selawik,Selawik Community Hall,
2016-11-08,AK,Northwest Arctic,borough,40-038,Shungnak,Coffee House,"Hall Street, Shungnak, AK 99773"
2016-11-08,AK,North Slope,borough,40-040,Wainwright,Wainwright Community Hall,"1216 Airport Road, Wainwright, AK 99782"
