state,jurisdiction_type,county_name,municipality,name,address,polling_place_type,election_date
NM,county,Eddy,Artesia,Faith Baptist Church,"401 S. 20th Street, Artesia, NM, 88210",vote_center,11/06/2018
NM,county,Eddy,Carlsbad,Eddy County Fire Service Complex,"1400 Commerce Dr., Carlsbad, NM, 88220",vote_center,11/06/2018
NM,county,Eddy,Artesia,Trinity Temple Church,"16th & Hermosa Dr., Artesia, NM, 88210",vote_center,11/06/2018
NM,county,Eddy,Carlsbad,St Peter Lutheran Church,"1302 W. Pierce St., Carlsbad, NM, 88220",vote_center,11/06/2018
NM,county,Eddy,Loving,Loving Middle School,"600 S. 6th St., Loving, NM, 88256",vote_center,11/06/2018
NM,county,Eddy,Carlsbad,Carlsbad Clerk's Office,"325 S. Main St., Carlsbad, NM, 88220",vote_center,11/06/2018
NM,county,Eddy,Artesia,Central Valley Electric Coop,"1505 N. 13th St., Artesia, NM, 88210",vote_center,11/06/2018
NM,county,Eddy,Carlsbad,Jefferson Montessori Academy (JMA),"5010 W. Church St., Carlsbad, NM, 88220",vote_center,11/06/2018
NM,county,Eddy,Carlsbad,VFW,"1916 San Jose Blvd, Carlsbad, NM, 88220",vote_center,11/06/2018
NM,county,Grant,Pinos Altos,Pinos Altos Volunteer Fire Department,"4759 Highway 15, Pinos Altos, NM, 88053",vote_center,11/06/2018
NM,county,Grant,San Lorenzo,San Lorenzo Elementary School,"3655 Highway 35, San Lorenzo, NM, 88041",vote_center,11/06/2018
NM,county,Grant,Silver City,National Guard Armory,"11990 US Highway 180, Silver City, NM, 88061",vote_center,11/06/2018
NM,county,Grant,Silver City,Grant County Administration Building 2,"1400 Hwy 180 E, Silver City, NM, 88061",vote_center,11/06/2018
NM,county,Grant,Cliff,Grant County Fairgrounds Exhibit Building,"16 Arena Rd., Cliff, NM, 88028",vote_center,11/06/2018
NM,county,Grant,Silver City,Silver City Woman's Club 2,"1715 Silver Heights Blvd., Silver City, NM, 88061",vote_center,11/06/2018
NM,county,Grant,Hurley,Hurley Community Center,"312 Carrasco Ave., Hurley, NM, 88043",vote_center,11/06/2018
NM,county,Grant,Silver City,Grant County Administration  Building,"1400 HWY 180 E, Silver City, NM, 88061",vote_center,11/06/2018
NM,county,Grant,Silver City,Silver City Woman's Club,"1715 Silver Heights Blvd., Silver City, NM, 88061",vote_center,11/06/2018
NM,county,Grant,Bayard,Bayard Community Center,"290 Hurley Ave., Bayard, NM, 88023",vote_center,11/06/2018
NM,county,Grant,Tyrone,Tyrone Community Center,"50 Malachite Ave., Tyrone, NM, 88065",vote_center,11/06/2018
NM,county,Guadalupe,Anton Chico,Anton Chico Community Center (ED),"1012 San Jose Circle, Anton Chico, NM, 87711",polling_place,11/06/2018
NM,county,Guadalupe,Vaughn,Vaughn Community Center (ED),"781 8th Street, Vaughn, NM, 88353",polling_place,11/06/2018
NM,county,Guadalupe,Santa Rosa,City County Complex (ED),"244 S. 4th Street, Santa Rosa, NM, 88435",polling_place,11/06/2018
NM,county,Guadalupe,Santa Rosa,Spare (ED),"1448 Historic Route 66, Suite 1, Santa Rosa, NM, 88435",polling_place,11/06/2018
NM,county,Harding,Roy,Harding County Community Building,"557 Wagon Mound Hwy, Roy, NM, 87743",vote_center,11/06/2018
NM,county,Harding,Mosquero,Harding County Annex,"24 Main Street, Mosquero, NM, 87733",vote_center,11/06/2018
NM,county,Hidalgo,Lordsburg,James H Baxter Civic Center,"313 E. 4th Street, Lordsburg, NM, 88045",vote_center,11/06/2018
NM,county,Hidalgo,Animas,Animas Community Center,"21 Maverick Road, Animas, NM, 88020",polling_place,11/06/2018
NM,county,Hidalgo,Lordsburg,Lordsburg Special Events Center,"502 W. 2nd Street, Lordsburg, NM, 88045",polling_place,11/06/2018
NM,county,Hidalgo,VIRDEN,Virden Community Center,"110 RICHMOND AVENUE, VIRDEN, NM, 88045",polling_place,11/06/2018
NM,county,Hidalgo,Rodeo,Rodeo Community Center,"16 Hickory Street, Rodeo, NM, 88056",polling_place,11/06/2018
NM,county,Hidalgo,LORDSBURG ,SPARE (ED) ,"300 SHAKESPARE ST , LORDSBURG , NM, 88045",vote_center,11/06/2018
NM,county,Hidalgo,Lordsburg,Hidalgo County Sherriff's Department,"720 E. 2nd Street, Lordsburg, NM, 88045",polling_place,11/06/2018
NM,county,Lea,Hobbs,Lea County Annex Office Complex,"1019 East Bender Boulevard, Hobbs, NM, 88240",vote_center,11/06/2018
NM,county,Lea,Hobbs,Lea County Event Center,"5101 N Lovington Hwy, Hobbs, NM, 88240",vote_center,11/06/2018
NM,county,Lea,Hobbs,Hobbs Municipal School Training Facility,"2110 East Sanger, Hobbs, NM, 88240",vote_center,11/06/2018
NM,county,Lea,Maljamar,Maljamar Community Hall,"36 Maljamar Rd, Maljamar, NM, 88265",vote_center,11/06/2018
NM,county,Lea,Hobbs,Lea County Road Department,"5915 Lovington Highway, Hobbs, NM, 88242",vote_center,11/06/2018
NM,county,Lea,Hobbs,Hobbs City Hall,"200 E. Broadway, Hobbs, NM, 88240",vote_center,11/06/2018
NM,county,Lea,Lovington,Nor Lea General Hospital,"1600 North Main, Lovington, NM, 88260",vote_center,11/06/2018
NM,county,Lea,Jal,Jal City Hall,"309 South Main, Jal, NM, 88252",vote_center,11/06/2018
NM,county,Lea,Hobbs,Hobbs Teen Center,"620 West Alto, Hobbs, NM, 88240",vote_center,11/06/2018
NM,county,Lea,Lovington,Lea County Courthouse,"100 North Main, Lovington, NM, 88260",vote_center,11/06/2018
NM,county,Lea,Eunice,Eunice Community Center,"Twelfth & Avenue I, Eunice, NM, 88252",vote_center,11/06/2018
NM,county,Lea,Monument,Monument Community Center,"10620 W. NM Hwy 322, Monument, NM, 88264",vote_center,11/06/2018
NM,county,Lea,Lovington,Lovington Schools Central Office,"18 W. Central Ave., Lovington, NM, 88260",vote_center,11/06/2018
NM,county,Lea,Caprock,Caprock Community Hall,"99 Moore Road, Caprock, NM, 88213",vote_center,11/06/2018
NM,county,Lea,Lovington,"Yucca Building, Fairgrounds","Commercial and Central, Lovington, NM, 88267",vote_center,11/06/2018
NM,county,Lincoln,Corona,Corona Village Hall ,"461 Main Street, Corona, NM, 88318",vote_center,11/06/2018
NM,county,Lincoln,Ruidoso,Ruidoso Convention Center,"111 Sierra Blanca Dr, Ruidoso, NM, 88345",vote_center,11/06/2018
NM,county,Lincoln,Capitan,Capitan Municipal Schools,"150 Forrest Street, Capitan, NM, 88316",vote_center,11/06/2018
NM,county,Lincoln,Ruidoso Downs,Ruidoso Downs Senior Center,"393 E. Highway 70, Ruidoso Downs, NM, 88346",vote_center,11/06/2018
NM,county,Lincoln,Carrizozo,Lincoln County Courthouse ED,"300 Central Ave, Carrizozo, NM, 88301",vote_center,11/06/2018
NM,county,Lincoln,Carrizozo,Spare (ED),"300 Central, Carrizozo, NM, 88301",vote_center,11/06/2018
NM,county,Lincoln,Hondo,Hondo Valley Public Schools,"111 Don Pablo Lane, Hondo, NM, 88336",vote_center,11/06/2018
NM,county,Los Alamos,Los Alamos,Los Alamos County Golf Course Community Building,"4250  Diamond Dr, Los Alamos, NM, 87544",vote_center,11/06/2018
NM,county,Los Alamos,Los Alamos,LAC - SPARE - Election Day,"Los Alamos County, Los Alamos, NM, 87544",vote_center,11/06/2018
NM,county,Los Alamos,White Rock,White Rock Town Hall,"139 Longview Drive, White Rock, NM, 87547",vote_center,11/06/2018
NM,county,Los Alamos,Los Alamos,Betty Ehart Senior Center,"1101 Bathtub Row, Los Alamos, NM, 87544",vote_center,11/06/2018
NM,county,Los Alamos,Los Alamos,Los Alamos County Municipal Building,"1000 Central Avenue, Los Alamos, NM, 87544",vote_center,11/06/2018
NM,county,Los Alamos,Los Alamos,University of New Mexico-Los Alamos,"4000 University Drive, Los Alamos, NM, 87544",vote_center,11/06/2018
NM,county,Luna,Deming,Holy Family Parish Hall,"615 South Copper, Deming, NM, 88030",vote_center,11/06/2018
NM,county,Luna,Deming,Mimbres Valley Learning Center,"2300 E. Pine, Deming, NM, 88030",vote_center,11/06/2018
NM,county,Luna,Columbus,Columbus Village Library,"112 W. Broadway, Columbus, NM, 88029",vote_center,11/06/2018
NM,county,McKinley,Becenti,Becenti Chapter House,"Hwy 371, B003-001, Becenti, NM, 87313",polling_place,11/06/2018
NM,county,McKinley,Gallup,VCC Larry Brian Mitchell Recreation Center,"700 Joseph M Montoya Blvd, Gallup, NM, 87301",vote_center,11/06/2018
NM,county,McKinley,Smith Lake,Smith Lake Chapter House,"1299 Hwy 371, Smith Lake, NM, 87323",polling_place,11/06/2018
NM,county,McKinley,Thoreau,VCC Thoreau Fire Station,"65 1st Ave., Thoreau, NM, 87323",vote_center,11/06/2018
NM,county,McKinley,Manuelito,Manuelito Chapter House,"HCR 57 Box 9069, Manuelito, NM, 87301",polling_place,11/06/2018
NM,county,McKinley,Cuba,Whitehorse Lake Chapter House,"HCR 79 Box 4069, Cuba, NM, 87013",polling_place,11/06/2018
NM,county,McKinley,Gallup,VCC Red Rock Chapter House,"79 A Refuge Rock Rd., Gallup, NM, 87301",vote_center,11/06/2018
NM,county,McKinley,Gallup,VCC Southside Fire Station,"1800 S. Second St., Gallup, NM, 87301",vote_center,11/06/2018
NM,county,McKinley,Brimhall,Coyote Canyon Chapter House,"Navajo Rt. 9; 10 Miles East of          Hwy 491, Brimhall, NM, 87310",polling_place,11/06/2018
NM,county,McKinley,Gallup,VCC McKinley County Courthouse Rotunda,"207 West Hill St., Gallup, NM, 87301",vote_center,11/06/2018
NM,county,McKinley,Tse Bonito,Hilltop Christian School,"02 Hilltop Rd., Tse Bonito, NM, 87301",polling_place,11/06/2018
NM,county,McKinley,Twin Lakes,Twin Lakes Elementary School,"Mile Marker 13 N Hwy 491, Twin Lakes, NM, 87375",polling_place,11/06/2018
NM,county,McKinley,Wingate,Ft Wingate Fire Station,"290 McGaffey Lake Road Ft., Wingate, NM, 87316",polling_place,11/06/2018
NM,county,McKinley,Jamestown,Whispering Cedars Fire Station,"40 Whispering Cedars Rd., Jamestown, NM, 87347",polling_place,11/06/2018
NM,county,McKinley,YahTaHey,Navajo Estates Fire Station,"19 C Sunset Valley Rd., YahTaHey, NM, 87375",polling_place,11/06/2018
NM,county,McKinley,Churchrock,Pinedale Chapter House,"523 Hwy N 11-49, Churchrock, NM, 87311",polling_place,11/06/2018
NM,county,McKinley,Crownpoint,VCC Crownpoint NEA Office,"PO Box 1925, Crownpoint, NM, 87313",vote_center,11/06/2018
NM,county,McKinley,Vanderwagen,David Skeet Elementary School,"Route 45 Jones Ranch Road, Vanderwagen, NM, 87326",polling_place,11/06/2018
NM,county,McKinley,Tsayatoh,Tsayatoh Multi Purpose Building,"PO Box 3068, Tsayatoh, NM, 87319",polling_place,11/06/2018
NM,county,McKinley,Pueblo Pintado,Tse Yi Gai High School (Pueblo Pintado),"118 Counselor Road, Pueblo Pintado, NM, 87013",polling_place,11/06/2018
NM,county,McKinley,Gallup,ELECTION DAY SPARE URBAN VCC,"207 W. Hill Ave., Gallup, NM, 87301",vote_center,11/06/2018
NM,county,McKinley,Navajo,Red Lake Chapter House,"Shepard Springs Rd., Navajo, NM, 87328",polling_place,11/06/2018
NM,county,McKinley,Mariano Lake,Mariano Lake Chapter House,"M003-001 Mariano Lake Loop Dr. Mariano Lake, NM, Mariano Lake, NM, 87323",polling_place,11/06/2018
NM,county,McKinley,Zuni,VCC Zuni Fire Station,"#4 3rd St., Zuni, NM, 87327",vote_center,11/06/2018
NM,county,McKinley,Gallup,VCC Rio West Mall,"1300 West I-40 Frontage Road, Gallup, NM, 87301",vote_center,11/06/2018
NM,county,McKinley,Wingate,Iyanbito Chapter House,"2111 A Suite 21A Iyanbito Rd, Ft., Wingate, NM, 87316",polling_place,11/06/2018
NM,county,McKinley,Zuni,VCC  Zuni Tribal Building,"1203 State Hwy 53, Zuni, NM, 87327",vote_center,11/06/2018
NM,county,McKinley,Rock Springs,Rock Springs Chapter House,"191 A Rock Springs Rd., Rock Springs, NM, 87375",polling_place,11/06/2018
NM,county,McKinley,Prewitt,Baca Chapter House,"1669 State Hwy 122, Prewitt, NM, 87045",polling_place,11/06/2018
NM,county,McKinley,Gallup,VCC UNM Gallup Campus,"200 College Dr., Gallup, NM, 87301",vote_center,11/06/2018
NM,county,McKinley,Mexican Springs,Mexican Springs Chapter House,"18 Miles N. 491; 3 Miles West on Navajo Route 30, Mexican Springs, NM, 87320",polling_place,11/06/2018
NM,county,McKinley,Gallup,VCC Eastside Fire Station,"3700 Churchrock St., Gallup, NM, 87301",vote_center,11/06/2018
NM,county,McKinley,Vanderwagen,Breadsprings Chapter House,"190 Rodeo Rd., Vanderwagen, NM, 87326",polling_place,11/06/2018
NM,county,McKinley,Crownpoint,Standing Rock Chapter House,"Mile Marker 24.5 Navajo Rt. 9; 17 Miles West of Crownpoint, Crownpoint, NM, 87313",polling_place,11/06/2018
NM,county,McKinley,Gallup,VCC Northside Fire Station,"911 West Lincoln St., Gallup, Ne, 87301",vote_center,11/06/2018
NM,county,McKinley,Ramah,Ramah Fire Station,"#4 Tietjen Ave., Ramah, NM, 87321",polling_place,11/06/2018
NM,county,McKinley,Ojo Encino,Ojo Encino Chapter House,"HCR 79 Box 1500, Ojo Encino, NM, 87013",polling_place,11/06/2018
NM,county,McKinley,Crownpoint,Dalton Pass (Nahodishgish) Chapter House,"West Navajo Rt. 9; 1.8 Miles South on Dalton Pass Rd., Crownpoint, NM, 87313",polling_place,11/06/2018
NM,county,McKinley,Tohatchi,Tohatchi Elementary School,"100 Chooshgai Road, Tohatchi, NM, 87325",polling_place,11/06/2018
NM,county,McKinley,Prewitt,Borrego Pass Fire Station,"1600 County Road 19, Prewitt, NM, 87313",polling_place,11/06/2018
NM,county,McKinley,Gallup,VCC Westside Fire Station,"3700 Churchrock Dr., Gallup, Ne, 87301",vote_center,11/06/2018
NM,county,McKinley,Gallup,ELECTION DAY SPARE RURAL,"207 W. Hill Ave., Gallup, NM, 87301",polling_place,11/06/2018
NM,county,McKinley,Churchrock,Catherine A Miller Elementary School,"6102 Challenger Road, Churchrock, NM, 87311",polling_place,11/06/2018
NM,county,Mora,Ledoux,Ledoux Fire Department,"Off SR 94 MM 12, Ledoux, NM, 87732",polling_place,11/06/2018
NM,county,Mora,Gaudalupita,Guadalupita Fire Department,"Off SR 434 MM 16, Gaudalupita, NM, 87722",polling_place,11/06/2018
NM,county,Mora,Ocate,Ocate Community Center,"Off SR 120 MM 27, Ocate, NM, 87734",polling_place,11/06/2018
NM,county,Mora,Holman,Holman Schools,"Off SR 518 MM 37, Holman, NM, 87723",polling_place,11/06/2018
NM,county,Mora,Cleveland,Cleveland - CHET Fire Department,"Off SR 518 MM 31, Cleveland, NM, 87715",polling_place,11/06/2018
NM,county,Mora,Chacon,Chacon Fire Department,"Off SR 121 MM 6, Chacon, NM, 87713",polling_place,11/06/2018
NM,county,Mora,Wagon Mound,Wagon Mound City Hall (ED),"600 Catron Avenue, Wagon Mound, NM, 87752",polling_place,11/06/2018
NM,county,Mora,Rainsville,Rainsville Fire Department,"105 Rainsville Rd, Rainsville, NM, 87736",polling_place,11/06/2018
NM,county,Mora,Watrous,Watrous Fire Department,"Concord and 2nd Street, Watrous, NM, 87753",polling_place,11/06/2018
NM,county,Mora,Buena Vista,Buena Vista Fire Department,"CR C-011 Buena Vista RD MM 29.5, Buena Vista, NM, 87712",polling_place,11/06/2018
NM,county,Mora,Mora,David Cargo Library,"One Courthouse Road, Mora, NM, 87732",polling_place,11/06/2018
NM,county,Otero,Bent,Bent Fire Station,"24043 US Highway 70, Bent, NM, 88314",polling_place,11/06/2018
NM,county,Otero,Pinon,Pinon Fire Station,"4538 Owen Prather Highway, Pinon, NM, 88344",polling_place,11/06/2018
NM,county,Otero,Chaparral,Chaparral Community Center #1,"472 Ace Ryan St, Chaparral, NM, 88081",polling_place,11/06/2018
NM,county,Otero,Alamogordo,Tays Special Events Center,"2235 N. Scenic, Alamogordo, NM, 88310",vote_center,11/06/2018
NM,county,Otero,Cloudcroft,Sivell's Baptist Camp,"1254 Cox Canyon Hwy, Cloudcroft, NM, 88317",polling_place,11/06/2018
NM,county,Otero,Timberon,Timberon Lodge,"1 Bobwhite Circle, Timberon, NM, 88350",polling_place,11/06/2018
NM,county,Otero,La Luz,La Luz Elementary School,"99 Alamo Street, La Luz, NM, 88337",polling_place,11/06/2018
NM,county,Otero,Mescalero,Mescalero Community Center,"106 Central, Mescalero, NM, 88340",polling_place,11/06/2018
NM,county,Otero,Boles Acres,Boles Acres Fire Station,"10 Sage Ave., Boles Acres, NM, 88311",polling_place,11/06/2018
NM,county,Otero,Alamogordo,Sgt Willie Estrada Memorial Civic Center,"800 East 1st Street, Alamogordo, NM, 88310",vote_center,11/06/2018
NM,county,Otero,La Luz,Burro Flats Fire Station,"556 Laborcita Canyon Road, La Luz, NM, 88337",polling_place,11/06/2018
NM,county,Otero,Alamogordo,Otero County Fairgrounds,"401 Fairground Rd., Alamogordo, NM, 88310",vote_center,11/06/2018
NM,county,Otero,Alamogordo,Spare ED,"301 Texas, Alamogordo, NM, 88310",polling_place,11/06/2018
NM,county,Otero,Tularosa,Tularosa Public Safety Facility - Court Room,"609 St Francis Dr , Tularosa, NM, 88352",vote_center,11/06/2018
NM,county,Otero,Mayhill,Mayhill Community Center,"11 Civic Center Drive, Mayhill, NM, 88339",polling_place,11/06/2018
NM,county,Otero,Weed,Weed Fire Station,"32 Agua Chiquita, Weed, NM, 88354",polling_place,11/06/2018
NM,county,Otero,Cloudcroft,James Canyon Fire Station,"2346 US Hwy 82, Cloudcroft, NM, 88317",polling_place,11/06/2018
NM,county,Otero,Chaparral,Chaparral Community Center #41,"472 Ace Ryan St, Chaparral, NM, 88081",polling_place,11/06/2018
NM,county,Otero,High Rolls,High Rolls Fire Station,"39 Old Railroad Drive, High Rolls, NM, 88325",polling_place,11/06/2018
NM,county,Otero,Cloudcroft,Cloudcroft Council Chambers,"201 Burro Ave., Cloudcroft, NM, 88317",polling_place,11/06/2018
NM,county,Quay,House,House CommunitySenior Citizens Center,"110 South Apple Street, House, House, NM, 88121",vote_center,11/06/2018
NM,county,Quay,San Jon,San Jon City Community Center,"2357 State Highway 469, San Jon, NM, 88434",vote_center,11/06/2018
NM,county,Quay,Tucumcari,Tucumcari Convention Center,"1500 Historic U.S. 66, Tucumcari, NM, 88401",vote_center,11/06/2018
NM,county,Quay,Logan,Logan Civic Center,"100 North Second Street, Logan, NM, 88426",vote_center,11/06/2018
NM,county,Roosevelt,Elida,Elida Community Center,"704 State Street, Elida, NM, 88116",vote_center,11/06/2018
NM,county,Roosevelt,Floyd,Floyd Community Center,"1572 New Mexico Hwy 267, Floyd, NM, 88118",vote_center,11/06/2018
NM,county,Roosevelt,Dora,Dora Senior Center,"227 Avenue A, Dora, NM, 88115",vote_center,11/06/2018
NM,county,Roosevelt,Portales,Memorial Building,"200 E. 7th Street, Portales, NM, 88130",vote_center,11/06/2018
NM,county,Roosevelt,Portales,Jake Lopez Community Center,"705 East Lime Street, Portales, NM, 88130",vote_center,11/06/2018
NM,county,San Juan,Farmington,Pinon Hills Community Church,"5101 N. Dustin Ave., Farmington, NM, 87401",vote_center,11/06/2018
NM,county,San Juan,,Farmington City Hall ,"800 Municipal Drive, Farmington, NM",vote_center,11/06/2018
NM,county,San Juan,Shiprock,Phil Thomas Performance Hall,"U.S. Hwy 64 / W of Shiprock High School, Shiprock, NM, 87420",vote_center,11/06/2018
NM,county,San Juan,Aztec,Cedar Hill Fire Station,"#4 CR 2343 Cedar Hill, Aztec, NM, 87410",vote_center,11/06/2018
NM,county,San Juan,Aztec,Spare 1 ,"100 S Oliver St, Aztec, NM, 87410",vote_center,11/06/2018
NM,county,San Juan,Bloomfield,Bloomfield Cultural Center,"333 S. First St., Bloomfield, NM, 87413",vote_center,11/06/2018
NM,county,San Juan,Naschitti,Naschitti Chapter Facilities,"U.S. Highway 491 Mile marker 42, Naschitti, NM, 87364",vote_center,11/06/2018
NM,county,San Juan,Farmington,Sycamore Park Community Center,"1051 Sycamore St., Farmington, NM, 87401",vote_center,11/06/2018
NM,county,San Juan,Aztec,Spare 5 ,"100 S Oliver St , Aztec, NM, 87410",vote_center,11/06/2018
NM,county,San Juan,Farmington,Farmington Civic Center,"200 W. Arrington, Farmington, NM, 87401",vote_center,11/06/2018
NM,county,San Juan,Aztec,Spare 8 ,"100 S Oliver St, Aztec, NM, 87410",vote_center,11/06/2018
NM,county,San Juan,La Plata,La Plata Community Center,"1438 NM Highway 170, La Plata, NM, 87418",vote_center,11/06/2018
NM,county,San Juan,Beclabito,Beclabito Chapter Facilities,"U.S. Hwy 64 - Mile Marker 3.5, Beclabito, NM, 86514",vote_center,11/06/2018
NM,county,San Juan,Aztec,Spare 6 ,"100 S Oliver St, Aztec, NM, 87410",vote_center,11/06/2018
NM,county,San Juan,Gadiiahi,Gadii'ahi Chapter Facilities,"11 miles NW of Shiprock, S of San Juan River, Gadiiahi, NM, 87420",vote_center,11/06/2018
NM,county,San Juan,Sanostee,Tse alnaozt'i'i (SANOSTEE) Chapter Facilities,"9 miles W of U.S. Hwy 491 on Indian Svc Rt 34, Sanostee, NM, 87461",vote_center,11/06/2018
NM,county,San Juan,Farmington,Farmington Museum at Gateway Park,"3041 East Main Street, Farmington, NM, 87401",vote_center,11/06/2018
NM,county,San Juan,Aztec,Spare 2 ,"100 S Oliver St, Aztec, NM, 87410",vote_center,11/06/2018
NM,county,San Juan, Aztec,Spare 4 ,"100 S Oliver St,  Aztec, NM, 87410",vote_center,11/06/2018
NM,county,San Juan,Kirtland,Kirtland Youth Association,"39 Road 6500, Kirtland, NM, 87417",vote_center,11/06/2018
NM,county,San Juan,Bloomfield,Bloomfield City Hall,"915 N. First St., Bloomfield, NM, 87413",vote_center,11/06/2018
NM,county,San Juan,Aztec,SJC Fire Operations Center,"209 S. Oliver Drive, Aztec, NM, 87410",vote_center,11/06/2018
NM,county,San Juan,Burnham,Tiis Tsoh Sikaad Chapter Facilities (BURNHAM),"12 Miles E. of US Hwy 491, Navajo Rt. 5 & .5 Mile S. on Navajo Rt. 5080, Burnham, NM, 87325",vote_center,11/06/2018
NM,county,San Juan,McGee Park,McGee Park,"41 Road 5568, McGee Park, NM, 87401",vote_center,11/06/2018
NM,county,San Juan,Two Grey Hills,Two Grey Hills Chapter Facilities,"Junction of N-19 and N-5000 - 3 miles South, Two Grey Hills, NM, 87455",vote_center,11/06/2018
NM,county,San Juan,Aztec,Spare Cards ED,"100 S Oliver St Ste 200, Aztec, NM, 87410",vote_center,11/06/2018
NM,county,San Juan,Farmington,Farmington Public Library,"2101 Farmington Ave., Farmington, NM, 87401",vote_center,11/06/2018
NM,county,San Juan,Aztec,Spare 3 ,"100 S Oliver St, Aztec, NM, 87410",vote_center,11/06/2018
NM,county,San Juan,Blanco,Blanco Fire Station,"7372 U.S. Highway 64, Blanco, NM, 87412",vote_center,11/06/2018
NM,county,San Juan,Farmington,Pinon Hills Seventh Day Adventist Church,"5001 Foothills Dr., Farmington, NM, 87402",vote_center,11/06/2018
NM,county,San Juan,Flora Vista,Flora Vista Fire Station,"#2 Road 3275, Flora Vista, NM, 87415",vote_center,11/06/2018
NM,county,San Juan,Newcomb,Newcomb Fire Station,"NM # 56.5 U.S. Highway 491, Newcomb, NM, 87455",vote_center,11/06/2018
NM,county,San Juan,Shiprock,CCSD Business Office,"S. of US Hwy 64-Old Shiprock High A-Gym, Shiprock, NM, 87420",vote_center,11/06/2018
NM,county,San Juan,Nenahnezad,Nenahnezad Chapter Facilities,"Between CR 6675 & N36, Nenahnezad, NM, 87416",vote_center,11/06/2018
NM,county,San Juan,Crystal,Crystal Chapter Facilities,"Route 134 BIA RD to MM 18, Crystal, NM, 87328",vote_center,11/06/2018
NM,county,San Juan,Lake Valley,Lake Valley School,"NM Highway 371 & CR 7750 MM54, Lake Valley, NM, 87313",vote_center,11/06/2018
